PCB_Index,Trace_Index,Node_Index,X,Y,Z,Layer
191,0,7,-12.973,2.569,1,1
191,0,8,-10.363,2.569,1,1
191,0,9,-9.896,3.036,1,1
191,0,10,-8.526,3.036,1,1
191,1,0,-20.989,-1.767,1,1
191,1,1,-20.473,-1.251,1,1
191,1,2,-19.653,-1.251,1,1
191,1,3,-18.423,-0.021,1,1
191,1,4,-16.443,-0.021,1,1
191,1,5,-15.644,0.778,1,1
191,1,6,-14.564,0.778,1,1
191,1,7,-12.973,2.369,1,1
191,1,8,-10.363,2.369,1,1
191,1,9,-9.896,2.836,1,1
191,1,10,-8.526,2.836,1,1
192,0,0,-23.094,0.935,1,1
192,0,1,-22.464,0.935,1,1
192,0,2,-21.014,-0.515,1,1
192,0,3,-20.074,-0.515,1,1
192,0,4,-19.65,-0.091,1,1
192,0,5,-17.81,-0.091,1,1
192,0,6,-17.124,-0.777,1,1
192,0,7,-14.734,-0.777,1,1
192,0,8,-13.482,-2.029,1,1
192,0,9,-10.932,-2.029,1,1
192,0,10,-8.846,-4.115,1,1
192,1,0,-23.094,0.735,1,1
192,1,1,-22.464,0.735,1,1
192,1,2,-21.014,-0.715,1,1
192,1,3,-20.074,-0.715,1,1
192,1,4,-19.65,-0.291,1,1
192,1,5,-17.81,-0.291,1,1
192,1,6,-17.124,-0.977,1,1
192,1,7,-14.734,-0.977,1,1
192,1,8,-13.482,-2.229,1,1
192,1,9,-10.932,-2.229,1,1
192,1,10,-8.846,-4.315,1,1
193,0,0,-22.833,-0.531,1,1
193,0,1,-20.493,-0.531,1,1
193,0,2,-18.909,1.053,1,1
193,0,3,-18.469,1.053,1,1
193,0,4,-17.981,0.565,1,1
193,0,5,-17.651,0.565,1,1
193,0,6,-15.94,2.276,1,1
193,0,7,-14.35,2.276,1,1
193,0,8,-13.445,1.371,1,1
193,0,9,-11.815,1.371,1,1
193,0,10,-10.09,3.096,1,1
193,1,0,-22.833,-0.731,1,1
193,1,1,-20.493,-0.731,1,1
193,1,2,-18.909,0.853,1,1
193,1,3,-18.469,0.853,1,1
193,1,4,-17.981,0.365,1,1
193,1,5,-17.651,0.365,1,1
193,1,6,-15.94,2.076,1,1
193,1,7,-14.35,2.076,1,1
193,1,8,-13.445,1.171,1,1
193,1,9,-11.815,1.171,1,1
193,1,10,-10.09,2.896,1,1
194,0,0,-23.717,-1.189,1,1
194,0,1,-21.957,-1.189,1,1
194,0,2,-19.85,-3.296,1,1
194,0,3,-18.14,-3.296,1,1
194,0,4,-16.514,-1.67,1,1
194,0,5,-14.254,-1.67,1,1
194,0,6,-13.83,-2.094,1,1
194,0,7,-12.8,-2.094,1,1
194,0,8,-11.831,-1.125,1,1
194,0,9,-9.321,-1.125,1,1
194,0,10,-7.327,-3.119,1,1
194,1,0,-23.717,-1.389,1,1
194,1,1,-21.957,-1.389,1,1
194,1,2,-19.85,-3.496,1,1
194,1,3,-18.14,-3.496,1,1
194,1,4,-16.514,-1.87,1,1
194,1,5,-14.254,-1.87,1,1
194,1,6,-13.83,-2.294,1,1
194,1,7,-12.8,-2.294,1,1
194,1,8,-11.831,-1.325,1,1
194,1,9,-9.321,-1.325,1,1
194,1,10,-7.327,-3.319,1,1
195,0,0,-22.024,1.181,1,1
195,0,1,-21.274,1.181,1,1
195,0,2,-19.994,2.461,1,1
195,0,3,-19.524,2.461,1,1
195,0,4,-17.558,0.495,1,1
195,0,5,-16.598,0.495,1,1
195,0,6,-16.174,0.071,1,1
195,0,7,-15.394,0.071,1,1
195,0,8,-13.973,1.492,1,1
195,0,9,-11.703,1.492,1,1
195,0,10,-9.667,3.528,1,1
195,1,0,-22.024,0.981,1,1
195,1,1,-21.274,0.981,1,1
195,1,2,-19.994,2.261,1,1
195,1,3,-19.524,2.261,1,1
195,1,4,-17.558,0.295,1,1
195,1,5,-16.598,0.295,1,1
195,1,6,-16.174,-0.129,1,1
195,1,7,-15.394,-0.129,1,1
195,1,8,-13.973,1.292,1,1
195,1,9,-11.703,1.292,1,1
195,1,10,-9.667,3.328,1,1
196,0,0,-23.025,1.379,1,1
196,0,1,-21.455,1.379,1,1
196,0,2,-20.451,0.375,1,1
196,0,3,-19.661,0.375,1,1
196,0,4,-18.897,-0.389,1,1
196,0,5,-16.057,-0.389,1,1
196,0,6,-15.216,-1.23,1,1
196,0,7,-12.786,-1.23,1,1
196,0,8,-11.202,-2.814,1,1
196,0,9,-10.152,-2.814,1,1
196,0,10,-9.325,-3.641,1,1
196,1,0,-23.025,1.179,1,1
196,1,1,-21.455,1.179,1,1
196,1,2,-20.451,0.175,1,1
196,1,3,-19.661,0.175,1,1
196,1,4,-18.897,-0.589,1,1
196,1,5,-16.057,-0.589,1,1
196,1,6,-15.216,-1.43,1,1
196,1,7,-12.786,-1.43,1,1
196,1,8,-11.202,-3.014,1,1
196,1,9,-10.152,-3.014,1,1
196,1,10,-9.325,-3.841,1,1
197,0,0,-23.194,-2.345,1,1
197,0,1,-21.824,-2.345,1,1
197,0,2,-21.52,-2.041,1,1
197,0,3,-20.69,-2.041,1,1
197,0,4,-19.99,-1.341,1,1
197,0,5,-17.12,-1.341,1,1
197,0,6,-16.583,-0.804,1,1
197,0,7,-15.533,-0.804,1,1
197,0,8,-15.278,-0.549,1,1
197,0,9,-14.218,-0.549,1,1
197,0,10,-13.101,-1.666,1,1
197,1,0,-23.194,-2.545,1,1
197,1,1,-21.824,-2.545,1,1
197,1,2,-21.52,-2.241,1,1
197,1,3,-20.69,-2.241,1,1
197,1,4,-19.99,-1.541,1,1
197,1,5,-17.12,-1.541,1,1
197,1,6,-16.583,-1.004,1,1
197,1,7,-15.533,-1.004,1,1
197,1,8,-15.278,-0.749,1,1
197,1,9,-14.218,-0.749,1,1
197,1,10,-13.101,-1.866,1,1
198,0,0,-23.925,0.131,1,1
198,0,1,-21.055,0.131,1,1
198,0,2,-19.57,1.616,1,1
198,0,3,-17.21,1.616,1,1
198,0,4,-15.704,3.122,1,1
198,0,5,-13.664,3.122,1,1
198,0,6,-12.872,3.914,1,1
198,0,7,-11.742,3.914,1,1
198,0,8,-10.193,2.365,1,1
198,0,9,-7.263,2.365,1,1
198,0,10,-5.58,0.682,1,1
198,1,0,-23.925,-0.069,1,1
198,1,1,-21.055,-0.069,1,1
198,1,2,-19.57,1.416,1,1
198,1,3,-17.21,1.416,1,1
198,1,4,-15.704,2.922,1,1
198,1,5,-13.664,2.922,1,1
198,1,6,-12.872,3.714,1,1
198,1,7,-11.742,3.714,1,1
198,1,8,-10.193,2.165,1,1
198,1,9,-7.263,2.165,1,1
198,1,10,-5.58,0.482,1,1
199,0,0,-20.039,-1.792,1,1
199,0,1,-19.487,-2.344,1,1
199,0,2,-18.957,-2.344,1,1
199,0,3,-18.215,-3.086,1,1
199,0,4,-16.535,-3.086,1,1
199,0,5,-15.029,-1.58,1,1
199,0,6,-12.169,-1.58,1,1
199,0,7,-10.14,0.449,1,1
199,0,8,-7.62,0.449,1,1
199,0,9,-6.121,1.948,1,1
199,0,10,-4.361,1.948,1,1
199,1,0,-20.039,-1.992,1,1
199,1,1,-19.487,-2.544,1,1
199,1,2,-18.957,-2.544,1,1
199,1,3,-18.215,-3.286,1,1
199,1,4,-16.535,-3.286,1,1
199,1,5,-15.029,-1.78,1,1
199,1,6,-12.169,-1.78,1,1
199,1,7,-10.14,0.249,1,1
199,1,8,-7.62,0.249,1,1
199,1,9,-6.121,1.748,1,1
199,1,10,-4.361,1.748,1,1
200,0,0,-22.423,-0.04,1,1
200,0,1,-21.737,0.646,1,1
200,0,2,-21.417,0.646,1,1
200,0,3,-20.724,-0.047,1,1
200,0,4,-18.164,-0.047,1,1
200,0,5,-17.089,1.028,1,1
200,0,6,-16.149,1.028,1,1
200,0,7,-14.084,-1.037,1,1
200,0,8,-12.414,-1.037,1,1
200,0,9,-10.519,-2.932,1,1
200,0,10,-7.629,-2.932,1,1
200,1,0,-22.423,-0.24,1,1
200,1,1,-21.737,0.446,1,1
200,1,2,-21.417,0.446,1,1
200,1,3,-20.724,-0.247,1,1
200,1,4,-18.164,-0.247,1,1
200,1,5,-17.089,0.828,1,1
200,1,6,-16.149,0.828,1,1
200,1,7,-14.084,-1.237,1,1
200,1,8,-12.414,-1.237,1,1
200,1,9,-10.519,-3.132,1,1
200,1,10,-7.629,-3.132,1,1
201,0,0,-22.269,-0.481,1,1
201,0,1,-19.869,-0.481,1,1
201,0,2,-19.148,0.24,1,1
201,0,3,-16.548,0.24,1,1
201,0,4,-14.512,2.276,1,1
201,0,5,-13.172,2.276,1,1
201,0,6,-12.868,2.58,1,1
201,0,7,-11.288,2.58,1,1
201,0,8,-10.913,2.205,1,1
201,0,9,-8.373,2.205,1,1
201,0,10,-6.775,3.803,1,1
201,1,0,-22.269,-0.681,1,1
201,1,1,-19.869,-0.681,1,1
201,1,2,-19.148,0.04,1,1
201,1,3,-16.548,0.04,1,1
201,1,4,-14.512,2.076,1,1
201,1,5,-13.172,2.076,1,1
201,1,6,-12.868,2.38,1,1
201,1,7,-11.288,2.38,1,1
201,1,8,-10.913,2.005,1,1
201,1,9,-8.373,2.005,1,1
201,1,10,-6.775,3.603,1,1
202,0,0,-21.924,-1.179,1,1
202,0,1,-20.294,-1.179,1,1
202,0,2,-19.636,-0.521,1,1
202,0,3,-19.286,-0.521,1,1
202,0,4,-18.734,-1.073,1,1
202,0,5,-16.024,-1.073,1,1
202,0,6,-14.292,0.659,1,1
202,0,7,-13.032,0.659,1,1
202,0,8,-11.703,-0.67,1,1
202,0,9,-11.193,-0.67,1,1
202,0,10,-10.571,-1.292,1,1
202,1,0,-21.924,-1.379,1,1
202,1,1,-20.294,-1.379,1,1
202,1,2,-19.636,-0.721,1,1
202,1,3,-19.286,-0.721,1,1
202,1,4,-18.734,-1.273,1,1
202,1,5,-16.024,-1.273,1,1
202,1,6,-14.292,0.459,1,1
202,1,7,-13.032,0.459,1,1
202,1,8,-11.703,-0.87,1,1
202,1,9,-11.193,-0.87,1,1
202,1,10,-10.571,-1.492,1,1
203,0,0,-22.738,1.91,1,1
203,0,1,-20.678,1.91,1,1
203,0,2,-20.289,2.299,1,1
203,0,3,-18.579,2.299,1,1
203,0,4,-18.31,2.03,1,1
203,0,5,-16.57,2.03,1,1
203,0,6,-14.555,4.045,1,1
203,0,7,-12.365,4.045,1,1
203,0,8,-10.682,2.362,1,1
203,0,9,-10.152,2.362,1,1
203,0,10,-9.395,1.605,1,1
203,1,0,-22.738,1.71,1,1
203,1,1,-20.678,1.71,1,1
203,1,2,-20.289,2.099,1,1
203,1,3,-18.579,2.099,1,1
203,1,4,-18.31,1.83,1,1
203,1,5,-16.57,1.83,1,1
203,1,6,-14.555,3.845,1,1
203,1,7,-12.365,3.845,1,1
203,1,8,-10.682,2.162,1,1
203,1,9,-10.152,2.162,1,1
203,1,10,-9.395,1.405,1,1
204,0,0,-23.834,-0.277,1,1
204,0,1,-22.604,-0.277,1,1
204,0,2,-21.798,0.529,1,1
204,0,3,-20.888,0.529,1,1
204,0,4,-20.039,1.378,1,1
204,0,5,-17.379,1.378,1,1
204,0,6,-16.177,0.176,1,1
204,0,7,-14.477,0.176,1,1
204,0,8,-13.48,-0.821,1,1
204,0,9,-12.25,-0.821,1,1
204,0,10,-11.423,-1.648,1,1
204,1,0,-23.834,-0.477,1,1
204,1,1,-22.604,-0.477,1,1
204,1,2,-21.798,0.329,1,1
204,1,3,-20.888,0.329,1,1
204,1,4,-20.039,1.178,1,1
204,1,5,-17.379,1.178,1,1
204,1,6,-16.177,-0.024,1,1
204,1,7,-14.477,-0.024,1,1
204,1,8,-13.48,-1.021,1,1
204,1,9,-12.25,-1.021,1,1
204,1,10,-11.423,-1.848,1,1
205,0,0,-21.239,-1.641,1,1
205,0,1,-19.832,-0.234,1,1
205,0,2,-17.502,-0.234,1,1
205,0,3,-16.675,0.593,1,1
205,0,4,-14.705,0.593,1,1
205,0,5,-14.479,0.819,1,1
205,0,6,-14.069,0.819,1,1
205,0,7,-12.52,-0.73,1,1
205,0,8,-10.36,-0.73,1,1
205,0,9,-9.009,-2.081,1,1
205,0,10,-6.239,-2.081,1,1
205,1,0,-21.239,-1.841,1,1
205,1,1,-19.832,-0.434,1,1
205,1,2,-17.502,-0.434,1,1
205,1,3,-16.675,0.393,1,1
205,1,4,-14.705,0.393,1,1
205,1,5,-14.479,0.619,1,1
205,1,6,-14.069,0.619,1,1
205,1,7,-12.52,-0.93,1,1
205,1,8,-10.36,-0.93,1,1
205,1,9,-9.009,-2.281,1,1
205,1,10,-6.239,-2.281,1,1
206,0,0,-22.551,0.485,1,1
206,0,1,-20.591,0.485,1,1
206,0,2,-19.092,1.984,1,1
206,0,3,-16.312,1.984,1,1
206,0,4,-15.704,2.592,1,1
206,0,5,-13.664,2.592,1,1
206,0,6,-13.141,2.069,1,1
206,0,7,-12.251,2.069,1,1
206,0,8,-11.388,2.932,1,1
206,0,9,-9.608,2.932,1,1
206,0,10,-7.826,1.15,1,1
206,1,0,-22.551,0.285,1,1
206,1,1,-20.591,0.285,1,1
206,1,2,-19.092,1.784,1,1
206,1,3,-16.312,1.784,1,1
206,1,4,-15.704,2.392,1,1
206,1,5,-13.664,2.392,1,1
206,1,6,-13.141,1.869,1,1
206,1,7,-12.251,1.869,1,1
206,1,8,-11.388,2.732,1,1
206,1,9,-9.608,2.732,1,1
206,1,10,-7.826,0.95,1,1
207,0,0,-21.701,-1.0,1,1
207,0,1,-19.241,-1.0,1,1
207,0,2,-18.569,-0.328,1,1
207,0,3,-15.819,-0.328,1,1
207,0,4,-15.529,-0.038,1,1
207,0,5,-13.099,-0.038,1,1
207,0,6,-12.243,-0.894,1,1
207,0,7,-9.543,-0.894,1,1
207,0,8,-8.433,0.216,1,1
207,0,9,-7.603,0.216,1,1
207,0,10,-7.348,-0.039,1,1
207,1,0,-21.701,-1.2,1,1
207,1,1,-19.241,-1.2,1,1
207,1,2,-18.569,-0.528,1,1
207,1,3,-15.819,-0.528,1,1
207,1,4,-15.529,-0.238,1,1
207,1,5,-13.099,-0.238,1,1
207,1,6,-12.243,-1.094,1,1
207,1,7,-9.543,-1.094,1,1
207,1,8,-8.433,0.016,1,1
207,1,9,-7.603,0.016,1,1
207,1,10,-7.348,-0.239,1,1
208,0,0,-23.928,-1.868,1,1
208,0,1,-22.698,-1.868,1,1
208,0,2,-21.659,-2.907,1,1
208,0,3,-20.589,-2.907,1,1
208,0,4,-19.486,-4.01,1,1
208,0,5,-16.716,-4.01,1,1
208,0,6,-15.083,-5.643,1,1
208,0,7,-13.383,-5.643,1,1
208,0,8,-12.039,-6.987,1,1
208,0,9,-10.699,-6.987,1,1
208,0,10,-8.648,-9.038,1,1
208,1,0,-23.928,-2.068,1,1
208,1,1,-22.698,-2.068,1,1
208,1,2,-21.659,-3.107,1,1
208,1,3,-20.589,-3.107,1,1
208,1,4,-19.486,-4.21,1,1
208,1,5,-16.716,-4.21,1,1
208,1,6,-15.083,-5.843,1,1
208,1,7,-13.383,-5.843,1,1
208,1,8,-12.039,-7.187,1,1
208,1,9,-10.699,-7.187,1,1
208,1,10,-8.648,-9.238,1,1
209,0,0,-21.615,-0.225,1,1
209,0,1,-20.123,-1.717,1,1
209,0,2,-18.903,-1.717,1,1
209,0,3,-18.309,-2.311,1,1
209,0,4,-15.839,-2.311,1,1
209,0,5,-13.937,-0.409,1,1
209,0,6,-12.867,-0.409,1,1
209,0,7,-11.347,-1.929,1,1
209,0,8,-9.627,-1.929,1,1
209,0,9,-9.337,-1.639,1,1
209,0,10,-7.837,-1.639,1,1
209,1,0,-21.615,-0.425,1,1
209,1,1,-20.123,-1.917,1,1
209,1,2,-18.903,-1.917,1,1
209,1,3,-18.309,-2.511,1,1
209,1,4,-15.839,-2.511,1,1
209,1,5,-13.937,-0.609,1,1
209,1,6,-12.867,-0.609,1,1
209,1,7,-11.347,-2.129,1,1
209,1,8,-9.627,-2.129,1,1
209,1,9,-9.337,-1.839,1,1
209,1,10,-7.837,-1.839,1,1
210,0,0,-22.014,1.039,1,1
210,0,1,-20.062,-0.913,1,1
210,0,2,-17.382,-0.913,1,1
210,0,3,-15.466,-2.829,1,1
210,0,4,-13.906,-2.829,1,1
210,0,5,-12.266,-1.189,1,1
210,0,6,-11.716,-1.189,1,1
210,0,7,-10.882,-0.355,1,1
210,0,8,-9.142,-0.355,1,1
210,0,9,-8.668,0.119,1,1
210,0,10,-7.818,0.119,1,1
210,1,0,-22.014,0.839,1,1
210,1,1,-20.062,-1.113,1,1
210,1,2,-17.382,-1.113,1,1
210,1,3,-15.466,-3.029,1,1
210,1,4,-13.906,-3.029,1,1
210,1,5,-12.266,-1.389,1,1
210,1,6,-11.716,-1.389,1,1
210,1,7,-10.882,-0.555,1,1
210,1,8,-9.142,-0.555,1,1
210,1,9,-8.668,-0.081,1,1
210,1,10,-7.818,-0.081,1,1
211,0,0,-20.321,0.948,1,1
211,0,1,-18.801,0.948,1,1
211,0,2,-17.578,2.171,1,1
211,0,3,-17.198,2.171,1,1
211,0,4,-15.211,0.184,1,1
211,0,5,-13.391,0.184,1,1
211,0,6,-12.634,0.941,1,1
211,0,7,-12.294,0.941,1,1
211,0,8,-10.434,2.801,1,1
211,0,9,-8.864,2.801,1,1
211,0,10,-6.983,0.92,1,1
211,1,0,-20.321,0.748,1,1
211,1,1,-18.801,0.748,1,1
211,1,2,-17.578,1.971,1,1
211,1,3,-17.198,1.971,1,1
211,1,4,-15.211,-0.016,1,1
211,1,5,-13.391,-0.016,1,1
211,1,6,-12.634,0.741,1,1
211,1,7,-12.294,0.741,1,1
211,1,8,-10.434,2.601,1,1
211,1,9,-8.864,2.601,1,1
211,1,10,-6.983,0.72,1,1
212,0,0,-21.958,0.836,1,1
212,0,1,-19.358,0.836,1,1
212,0,2,-18.453,-0.069,1,1
212,0,3,-17.973,-0.069,1,1
212,0,4,-15.986,-2.056,1,1
212,0,5,-14.326,-2.056,1,1
212,0,6,-13.499,-2.883,1,1
212,0,7,-11.769,-2.883,1,1
212,0,8,-11.345,-2.459,1,1
212,0,9,-9.545,-2.459,1,1
212,0,10,-9.213,-2.127,1,1
212,1,0,-21.958,0.636,1,1
212,1,1,-19.358,0.636,1,1
212,1,2,-18.453,-0.269,1,1
212,1,3,-17.973,-0.269,1,1
212,1,4,-15.986,-2.256,1,1
212,1,5,-14.326,-2.256,1,1
212,1,6,-13.499,-3.083,1,1
212,1,7,-11.769,-3.083,1,1
212,1,8,-11.345,-2.659,1,1
212,1,9,-9.545,-2.659,1,1
212,1,10,-9.213,-2.327,1,1
213,0,0,-22.685,-1.958,1,1
213,0,1,-21.805,-1.958,1,1
213,0,2,-21.176,-1.329,1,1
213,0,3,-20.146,-1.329,1,1
213,0,4,-19.488,-0.671,1,1
213,0,5,-17.178,-0.671,1,1
213,0,6,-15.856,0.651,1,1
213,0,7,-13.406,0.651,1,1
213,0,8,-12.105,-0.65,1,1
213,0,9,-10.015,-0.65,1,1
213,0,10,-8.452,0.913,1,1
213,1,0,-22.685,-2.158,1,1
213,1,1,-21.805,-2.158,1,1
213,1,2,-21.176,-1.529,1,1
213,1,3,-20.146,-1.529,1,1
213,1,4,-19.488,-0.871,1,1
213,1,5,-17.178,-0.871,1,1
213,1,6,-15.856,0.451,1,1
213,1,7,-13.406,0.451,1,1
213,1,8,-12.105,-0.85,1,1
213,1,9,-10.015,-0.85,1,1
213,1,10,-8.452,0.713,1,1
214,0,0,-22.982,-0.123,1,1
214,0,1,-21.844,1.015,1,1
214,0,2,-19.844,1.015,1,1
214,0,3,-18.006,2.853,1,1
214,0,4,-15.946,2.853,1,1
214,0,5,-14.991,3.808,1,1
214,0,6,-12.781,3.808,1,1
214,0,7,-11.402,2.429,1,1
214,0,8,-9.712,2.429,1,1
214,0,9,-8.156,0.873,1,1
214,0,10,-7.716,0.873,1,1
214,1,0,-22.982,-0.323,1,1
214,1,1,-21.844,0.815,1,1
214,1,2,-19.844,0.815,1,1
214,1,3,-18.006,2.653,1,1
214,1,4,-15.946,2.653,1,1
214,1,5,-14.991,3.608,1,1
214,1,6,-12.781,3.608,1,1
214,1,7,-11.402,2.229,1,1
214,1,8,-9.712,2.229,1,1
214,1,9,-8.156,0.673,1,1
214,1,10,-7.716,0.673,1,1
215,0,0,-22.814,1.719,1,1
215,0,1,-21.442,0.347,1,1
215,0,2,-19.592,0.347,1,1
215,0,3,-18.072,1.867,1,1
215,0,4,-15.372,1.867,1,1
215,0,5,-14.417,2.822,1,1
215,0,6,-11.807,2.822,1,1
215,0,7,-11.178,2.193,1,1
215,0,8,-8.418,2.193,1,1
215,0,9,-7.676,2.935,1,1
215,0,10,-6.136,2.935,1,1
215,1,0,-22.814,1.519,1,1
215,1,1,-21.442,0.147,1,1
215,1,2,-19.592,0.147,1,1
215,1,3,-18.072,1.667,1,1
215,1,4,-15.372,1.667,1,1
215,1,5,-14.417,2.622,1,1
215,1,6,-11.807,2.622,1,1
215,1,7,-11.178,1.993,1,1
215,1,8,-8.418,1.993,1,1
215,1,9,-7.676,2.735,1,1
215,1,10,-6.136,2.735,1,1
216,0,0,-22.261,1.556,1,1
216,0,1,-19.751,1.556,1,1
216,0,2,-17.92,3.387,1,1
216,0,3,-16.56,3.387,1,1
216,0,4,-15.103,1.93,1,1
216,0,5,-12.623,1.93,1,1
216,0,6,-10.502,-0.191,1,1
216,0,7,-9.442,-0.191,1,1
216,0,8,-9.032,-0.601,1,1
216,0,9,-8.362,-0.601,1,1
216,0,10,-7.909,-1.054,1,1
216,1,0,-22.261,1.356,1,1
216,1,1,-19.751,1.356,1,1
216,1,2,-17.92,3.187,1,1
216,1,3,-16.56,3.187,1,1
216,1,4,-15.103,1.73,1,1
216,1,5,-12.623,1.73,1,1
216,1,6,-10.502,-0.391,1,1
216,1,7,-9.442,-0.391,1,1
216,1,8,-9.032,-0.801,1,1
216,1,9,-8.362,-0.801,1,1
216,1,10,-7.909,-1.254,1,1
217,0,0,-22.371,-2.165,1,1
217,0,1,-21.661,-2.165,1,1
217,0,2,-21.428,-1.932,1,1
217,0,3,-18.998,-1.932,1,1
217,0,4,-18.637,-2.293,1,1
217,0,5,-16.927,-2.293,1,1
217,0,6,-15.951,-1.317,1,1
217,0,7,-14.331,-1.317,1,1
217,0,8,-12.521,-3.127,1,1
217,0,9,-9.811,-3.127,1,1
217,0,10,-8.793,-2.109,1,1
217,1,0,-22.371,-2.365,1,1
217,1,1,-21.661,-2.365,1,1
217,1,2,-21.428,-2.132,1,1
217,1,3,-18.998,-2.132,1,1
217,1,4,-18.637,-2.493,1,1
217,1,5,-16.927,-2.493,1,1
217,1,6,-15.951,-1.517,1,1
217,1,7,-14.331,-1.517,1,1
217,1,8,-12.521,-3.327,1,1
217,1,9,-9.811,-3.327,1,1
217,1,10,-8.793,-2.309,1,1
218,0,0,-22.322,-1.615,1,1
218,0,1,-19.702,-1.615,1,1
218,0,2,-18.974,-2.343,1,1
218,0,3,-18.364,-2.343,1,1
218,0,4,-16.497,-0.476,1,1
218,0,5,-15.227,-0.476,1,1
218,0,6,-14.704,-0.999,1,1
218,0,7,-13.284,-0.999,1,1
218,0,8,-11.177,1.108,1,1
218,0,9,-10.197,1.108,1,1
218,0,10,-9.044,-0.045,1,1
218,1,0,-22.322,-1.815,1,1
218,1,1,-19.702,-1.815,1,1
218,1,2,-18.974,-2.543,1,1
218,1,3,-18.364,-2.543,1,1
218,1,4,-16.497,-0.676,1,1
218,1,5,-15.227,-0.676,1,1
218,1,6,-14.704,-1.199,1,1
218,1,7,-13.284,-1.199,1,1
218,1,8,-11.177,0.908,1,1
218,1,9,-10.197,0.908,1,1
218,1,10,-9.044,-0.245,1,1
219,0,0,-20.158,-0.13,1,1
219,0,1,-19.538,-0.13,1,1
219,0,2,-18.378,-1.29,1,1
219,0,3,-15.468,-1.29,1,1
219,0,4,-14.542,-2.216,1,1
219,0,5,-12.362,-2.216,1,1
219,0,6,-11.952,-1.806,1,1
219,0,7,-10.872,-1.806,1,1
219,0,8,-9.967,-0.901,1,1
219,0,9,-8.297,-0.901,1,1
219,0,10,-6.451,-2.747,1,1
219,1,0,-20.158,-0.33,1,1
219,1,1,-19.538,-0.33,1,1
219,1,2,-18.378,-1.49,1,1
219,1,3,-15.468,-1.49,1,1
219,1,4,-14.542,-2.416,1,1
219,1,5,-12.362,-2.416,1,1
219,1,6,-11.952,-2.006,1,1
219,1,7,-10.872,-2.006,1,1
219,1,8,-9.967,-1.101,1,1
219,1,9,-8.297,-1.101,1,1
219,1,10,-6.451,-2.947,1,1
220,0,0,-22.286,0.983,1,1
220,0,1,-20.752,-0.551,1,1
220,0,2,-17.982,-0.551,1,1
220,0,3,-17.416,0.015,1,1
220,0,4,-15.246,0.015,1,1
220,0,5,-14.313,-0.918,1,1
220,0,6,-13.743,-0.918,1,1
220,0,7,-13.199,-1.462,1,1
220,0,8,-10.749,-1.462,1,1
220,0,9,-9.08,-3.131,1,1
220,0,10,-6.86,-3.131,1,1
220,1,0,-22.286,0.783,1,1
220,1,1,-20.752,-0.751,1,1
220,1,2,-17.982,-0.751,1,1
220,1,3,-17.416,-0.185,1,1
220,1,4,-15.246,-0.185,1,1
220,1,5,-14.313,-1.118,1,1
220,1,6,-13.743,-1.118,1,1
220,1,7,-13.199,-1.662,1,1
220,1,8,-10.749,-1.662,1,1
220,1,9,-9.08,-3.331,1,1
220,1,10,-6.86,-3.331,1,1
221,0,0,-23.277,1.767,1,1
221,0,1,-20.357,1.767,1,1
221,0,2,-18.603,3.521,1,1
221,0,3,-17.953,3.521,1,1
221,0,4,-15.895,5.579,1,1
221,0,5,-13.745,5.579,1,1
221,0,6,-12.338,4.172,1,1
221,0,7,-10.868,4.172,1,1
221,0,8,-9.843,3.147,1,1
221,0,9,-9.383,3.147,1,1
221,0,10,-8.725,3.805,1,1
221,1,0,-23.277,1.567,1,1
221,1,1,-20.357,1.567,1,1
221,1,2,-18.603,3.321,1,1
221,1,3,-17.953,3.321,1,1
221,1,4,-15.895,5.379,1,1
221,1,5,-13.745,5.379,1,1
221,1,6,-12.338,3.972,1,1
221,1,7,-10.868,3.972,1,1
221,1,8,-9.843,2.947,1,1
221,1,9,-9.383,2.947,1,1
221,1,10,-8.725,3.605,1,1
222,0,0,-21.722,-1.04,1,1
222,0,1,-20.012,-1.04,1,1
222,0,2,-18.181,0.791,1,1
222,0,3,-16.481,0.791,1,1
222,0,4,-15.894,1.378,1,1
222,0,5,-13.494,1.378,1,1
222,0,6,-11.889,-0.227,1,1
222,0,7,-10.549,-0.227,1,1
222,0,8,-9.913,-0.863,1,1
222,0,9,-6.973,-0.863,1,1
222,0,10,-4.873,-2.963,1,1
222,1,0,-21.722,-1.24,1,1
222,1,1,-20.012,-1.24,1,1
222,1,2,-18.181,0.591,1,1
222,1,3,-16.481,0.591,1,1
222,1,4,-15.894,1.178,1,1
222,1,5,-13.494,1.178,1,1
222,1,6,-11.889,-0.427,1,1
222,1,7,-10.549,-0.427,1,1
222,1,8,-9.913,-1.063,1,1
222,1,9,-6.973,-1.063,1,1
222,1,10,-4.873,-3.163,1,1
223,0,0,-23.641,0.042,1,1
223,0,1,-21.661,0.042,1,1
223,0,2,-20.572,-1.047,1,1
223,0,3,-17.692,-1.047,1,1
223,0,4,-17.091,-1.648,1,1
223,0,5,-16.571,-1.648,1,1
223,0,6,-14.846,-3.373,1,1
223,0,7,-13.216,-3.373,1,1
223,0,8,-12.056,-2.213,1,1
223,0,9,-11.016,-2.213,1,1
223,0,10,-9.015,-0.212,1,1
223,1,0,-23.641,-0.158,1,1
223,1,1,-21.661,-0.158,1,1
223,1,2,-20.572,-1.247,1,1
223,1,3,-17.692,-1.247,1,1
223,1,4,-17.091,-1.848,1,1
223,1,5,-16.571,-1.848,1,1
